conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_ortho,"subducting_abs_paral
",Label
6.88,5.5,-9.04,1.14,-2.15,6.63,1
7.21,-1.8,-2.27,1.32,4.94,-0.47,1
6.18,5.52,-1.86,-4.49,4.29,1.05,1
5.08,8.48,2.21,-4.01,7.26,4.44,1
13.05,-1.74,-4.19,0.53,8.86,-1.21,1
9.2,-2.93,-1.47,0.15,7.73,-2.79,1
13.03,3.39,-2.78,-2.51,10.25,0.88,1
12.02,2.36,-4.02,-1.27,7.99,1.09,1
11.18,4.27,-2.03,-1.99,9.12,2.29,1
11.54,4.55,-2.03,-1.97,9.49,2.6,1
11.74,4.02,-1.39,-2.65,10.36,1.35,1
15.86,-4.67,-0.43,-3.86,15.39,-8.57,1
12.52,2.32,-2.35,-0.77,10.18,1.55,1
9.6,4.73,-2.01,-1.39,7.58,3.35,1
9.75,-7.67,-3.32,2.29,6.43,-5.38,1
6.72,-6.84,-0.76,0.53,5.95,-6.32,1
15.02,-19.45,-2.12,1.18,12.89,-18.26,1
7.11,-1.8,-2.25,1.32,4.87,-0.47,1
5.16,8.48,2.23,-4.01,7.37,4.45,1
7.33,9.42,2.12,-4.0,9.44,5.39,1
9.09,7.31,-1.27,-3.13,7.83,4.16,1
8.73,4.03,-0.04,-0.25,8.7,3.77,1
2.4,-9.35,-0.34,0.34,2.05,-9.01,1
-4.84,-24.13,-0.7,2.36,-5.54,-21.75,1
6.6,6.87,-0.09,-0.26,6.52,6.6,1
23.45,2.26,-1.87,-1.33,21.56,0.92,1
6.57,6.87,-0.06,-0.26,6.52,6.6,1
23.2,2.26,-1.85,-1.33,21.33,0.92,1
6.56,6.87,-0.05,-0.26,6.52,6.6,1
23.03,2.26,-1.83,-1.33,21.18,0.92,1
6.54,6.87,-0.03,-0.26,6.52,6.6,1
22.86,2.26,-1.82,-1.33,21.02,0.92,1
6.56,6.87,-0.04,-0.26,6.52,6.6,1
22.95,2.26,-1.83,-1.33,21.1,0.92,1
8.35,4.42,-0.06,-0.25,8.29,4.16,1
22.35,2.26,-1.77,-1.33,20.56,0.92,1
15.31,5.21,-2.95,0.37,12.36,5.56,1
10.19,-3.09,-2.65,1.7,7.54,-1.39,1
13.1,4.06,-2.79,-2.49,10.31,1.57,1
12.03,2.38,-4.03,-1.26,8.0,1.12,1
9.34,0.91,-4.05,-1.2,5.29,-0.29,1
7.52,3.87,-2.32,-4.01,5.18,-0.11,1
3.17,0.48,-3.05,-4.83,0.1,-4.32,1
3.15,0.48,-3.13,-4.78,-0.01,-4.28,1
1.42,0.14,0.46,-4.53,1.87,-4.39,1
6.83,-3.82,-3.63,-0.75,3.21,-4.55,1
13.94,-4.91,-3.35,-0.45,10.6,-5.34,1
0.84,1.01,3.44,-3.02,4.27,-2.01,1
5.35,-5.67,-3.76,0.39,1.6,-5.27,1
11.98,-8.88,-3.45,0.61,8.54,-8.26,1
5.28,-9.95,-3.38,1.2,1.88,-8.79,1
2.6,-15.12,-3.32,1.27,-0.73,-13.85,1
1.03,-18.73,-4.62,0.52,-3.62,-18.2,1
7.49,-8.44,-3.56,0.38,3.92,-8.1,1
6.06,-14.09,-3.52,0.46,2.53,-13.64,1
5.36,-17.97,-4.6,-0.57,0.71,-18.54,1
7.49,-8.44,-3.56,0.38,3.92,-8.1,1
6.06,-14.09,-3.52,0.46,2.53,-13.64,1
5.36,-17.97,-4.6,-0.57,0.71,-18.54,1
5.14,-9.95,-3.39,1.2,1.73,-8.79,1
2.58,-15.12,-3.34,1.27,-0.77,-13.85,1
1.09,-18.73,-4.66,0.52,-3.6,-18.2,1
7.52,3.87,-2.34,-4.01,5.16,-0.11,1
3.15,0.48,-3.07,-4.82,0.05,-4.32,1
3.15,0.48,-3.14,-4.78,-0.02,-4.27,1
13.61,-1.64,-4.47,-2.61,9.14,-4.26,1
13.07,-2.38,-4.19,0.5,8.88,-1.88,1
8.9,-2.96,-1.47,0.15,7.42,-2.83,1
5.74,1.25,-2.27,-3.4,3.48,-2.14,1
5.71,1.25,-2.27,-3.39,3.46,-2.14,1
7.47,3.87,-2.48,-4.01,4.98,-0.11,1
6.02,2.58,-1.8,-3.84,4.24,-1.25,1
6.18,5.52,-1.87,-4.49,4.29,1.05,1
6.19,5.52,-1.87,-4.49,4.29,1.06,1
1.96,1.13,-2.27,-5.44,-0.35,-4.29,1
16.54,3.74,-2.62,-3.11,13.93,0.64,1
13.98,9.53,-2.82,-5.25,11.18,4.26,1
13.67,8.47,-4.02,-4.6,9.67,3.84,1
13.7,8.46,-3.99,-4.52,9.73,3.9,1
16.52,3.74,-2.62,-3.11,13.92,0.64,1
13.98,9.53,-2.82,-5.25,11.18,4.26,1
13.67,8.47,-4.02,-4.6,9.67,3.84,1
13.7,8.46,-3.99,-4.52,9.73,3.9,1
17.03,-0.59,-3.34,-2.34,13.7,-2.92,1
16.0,5.66,-4.05,-4.37,11.96,1.28,1
15.38,4.73,-5.01,-3.44,10.38,1.25,1
15.4,4.7,-4.96,-3.36,10.45,1.3,1
5.76,6.57,-9.12,-0.51,-3.36,6.05,1
10.33,-0.43,-1.26,-1.47,9.07,-1.9,1
10.33,-0.45,-1.26,-1.47,9.06,-1.92,1
9.16,-6.97,-1.42,5.22,7.74,-1.77,1
9.1,-3.69,-1.59,1.1,7.5,-2.62,1
13.13,-0.36,-4.21,0.09,8.91,-0.28,1
9.37,-1.95,-1.53,-0.01,7.84,-1.97,1
12.66,-1.14,-2.85,1.41,9.81,0.26,1
9.43,-2.81,-2.36,-0.68,7.06,-3.47,1
9.07,-2.6,-2.24,-0.94,6.82,-3.52,1
11.28,-1.05,-2.56,-4.18,8.72,-5.22,0
3.51,-0.97,-1.37,-3.67,2.17,-4.64,0
11.81,-3.54,-3.54,3.71,8.26,0.14,0
11.48,10.95,-3.5,-5.32,8.01,5.6,0
-1.5,-3.46,-2.84,-0.27,-4.34,-3.74,0
8.52,0.6,-3.09,-5.98,5.44,-5.41,0
6.09,-8.6,-1.45,3.46,4.61,-5.16,0
10.27,2.51,-2.36,-4.35,7.89,-1.83,0
14.98,5.31,-5.39,-3.37,9.6,1.9,0
10.26,2.5,-2.31,-4.38,7.94,-1.88,0
7.35,5.65,0.52,-5.26,7.89,0.42,0
12.78,-4.32,-5.59,-1.9,7.18,-6.22,0
8.9,4.4,-1.82,-4.97,7.09,-0.6,0
11.82,-3.54,-3.53,3.71,8.27,0.14,0
8.89,4.53,-1.85,-4.97,7.06,-0.47,0
5.49,-2.28,-1.61,-0.8,3.89,-3.08,0
2.3,1.03,1.63,-4.08,3.93,-3.06,0
5.0,6.71,1.22,-4.13,6.2,2.59,0
9.19,1.99,-0.85,-1.74,8.35,0.25,0
14.88,5.36,-5.39,-3.45,9.51,1.87,0
14.21,1.99,-1.99,-4.58,12.22,-2.59,0
10.94,1.19,-2.45,-2.1,8.49,-0.93,0
13.57,3.69,-1.85,-4.64,11.71,-0.94,0
10.67,-1.69,-1.86,-1.86,8.83,-3.54,0
2.27,1.03,1.66,-4.08,3.93,-3.06,0
16.89,1.09,-3.44,-3.02,13.47,-1.94,0
1.3,2.54,1.02,-3.53,2.34,-0.98,0
7.06,5.26,0.57,-5.28,7.65,0.01,0
6.03,-1.36,-1.71,-1.11,4.33,-2.46,0
6.68,-6.18,-4.65,-1.7,2.02,-7.86,0
8.78,4.47,-1.44,-4.97,7.35,-0.53,0
10.94,1.13,-2.44,-2.12,8.51,-1.0,0
11.58,7.19,-0.89,-2.37,10.69,4.84,0
11.02,1.48,-2.23,-2.19,8.8,-0.72,0
1.04,2.08,-4.53,-0.74,-3.47,1.33,0
7.62,5.74,0.45,-5.25,8.09,0.52,0
10.45,-4.19,-2.81,3.84,7.63,-0.38,0
4.96,6.87,0.72,-4.1,5.65,2.78,0
12.27,-1.07,-4.57,-3.23,7.67,-4.31,0
8.09,0.66,-1.54,-1.7,6.53,-1.03,0
9.95,1.52,-0.97,-1.7,8.99,-0.18,0
8.69,4.14,-1.07,-4.94,7.62,-0.83,0
13.53,0.83,-2.99,-2.22,10.54,-1.41,0
5.94,6.46,2.55,-6.42,8.51,0.03,0
5.51,6.46,0.24,-4.13,5.73,2.34,0
13.46,1.13,-2.72,-4.19,10.73,-3.05,0
0.21,-1.49,0.72,-2.9,0.92,-4.39,0
10.24,0.53,-2.36,-4.4,7.87,-3.87,0
4.03,2.35,-0.28,-5.26,3.72,-2.9,0
0.21,-1.49,1.68,-0.99,1.88,-2.48,0
17.32,4.6,-2.87,-3.67,14.47,0.93,0
9.3,2.19,-2.58,-4.28,6.7,-2.07,0
9.84,-9.49,-4.67,-1.35,5.15,-10.83,0
10.85,1.83,-2.35,-1.48,8.48,0.37,0
4.98,6.87,0.62,-4.1,5.58,2.78,0
2.73,-0.17,1.08,-2.98,3.8,-3.15,0
5.42,-0.59,-3.04,-2.53,2.39,-3.11,0
6.81,-1.77,-2.92,-1.23,3.9,-2.99,0
3.52,-2.56,-1.98,1.41,1.54,-1.16,0
0.64,-0.59,-3.99,3.97,-3.35,3.38,0
0.21,-1.49,0.74,-2.9,0.94,-4.39,0
6.94,5.48,-9.0,1.14,-2.06,6.61,0
0.64,-0.59,-2.72,-0.01,-2.09,-0.6,0
5.56,-3.99,-2.72,-0.04,2.85,-4.02,0
3.87,-2.01,-1.37,1.91,2.5,-0.11,0
4.2,-1.36,-2.27,0.73,1.92,-0.63,0
6.47,6.06,-9.02,0.42,-2.55,6.46,0
4.24,-2.4,-1.33,-1.14,2.9,-3.54,0
4.52,-2.31,-1.35,-1.14,3.15,-3.45,0
3.69,-8.75,-1.37,-0.97,2.31,-9.73,0
6.28,5.52,-1.64,-4.49,4.62,1.05,0
8.29,-1.0,-2.61,-4.14,5.65,-5.13,0
9.9,-3.75,-1.51,0.07,8.38,-3.69,0
5.77,6.63,-9.1,-0.51,-3.33,6.11,0
3.22,-3.09,-1.36,-0.97,1.85,-4.05,0
8.26,0.82,-0.83,-3.63,7.41,-2.84,0
9.83,3.23,-0.67,-1.83,9.16,1.4,0
11.86,-0.05,-2.78,-3.98,9.06,-4.03,0
8.36,-1.0,-2.62,-4.14,5.72,-5.13,0
7.16,3.27,0.77,-2.99,7.94,0.25,0
4.95,-5.69,-4.53,-1.63,0.4,-7.3,0
15.18,2.08,-4.29,-2.63,10.89,-0.58,0
7.11,-1.11,-0.39,-3.07,6.7,-4.21,0
7.56,-16.99,-3.25,-0.27,4.28,-17.26,0
6.02,2.58,-1.78,-3.85,4.25,-1.26,0
6.65,2.85,-2.02,-3.92,4.64,-1.07,0
6.63,2.85,-2.0,-3.92,4.64,-1.07,0
11.02,-7.39,-3.05,-0.32,7.96,-7.75,0
9.55,-5.49,-1.75,5.02,7.81,-0.49,0
10.88,-5.44,-1.79,5.03,9.09,-0.43,0
9.74,2.6,-0.97,-0.62,8.77,1.96,0
3.71,0.03,-1.08,-1.66,2.63,-1.64,0
5.39,5.08,2.14,-2.98,7.53,2.06,0
5.86,4.71,-0.95,-4.35,4.92,0.38,0
3.91,0.01,-1.02,-1.66,2.9,-1.65,0
1.0,-2.21,1.17,-1.77,2.17,-3.98,0
7.44,12.28,0.07,-4.74,7.53,7.51,0
23.14,3.42,-1.8,-2.42,21.36,0.96,0
11.21,-1.52,-7.17,-1.71,4.07,-3.17,0
1.51,0.06,0.14,-4.55,1.65,-4.49,0
7.18,6.63,1.11,-4.52,8.27,2.09,0
7.19,-8.6,-0.48,4.66,6.69,-3.97,0
9.96,-2.52,-2.82,2.05,7.16,-0.45,0
4.39,5.13,2.51,-3.99,6.88,1.12,0
10.48,-2.48,-3.32,-3.71,7.16,-6.18,0
4.94,-3.69,-2.0,-0.32,2.95,-4.01,0
9.24,2.0,-0.84,-1.74,8.41,0.26,0
12.62,4.41,-1.28,-2.12,11.36,2.3,0
8.44,4.62,-0.84,-5.01,7.61,-0.42,0
10.88,0.73,-3.32,-0.87,7.56,-0.18,0
8.38,4.56,-0.72,-5.02,7.67,-0.48,0
9.25,2.2,-2.61,-4.26,6.63,-2.05,0
14.95,3.66,-2.1,-2.13,12.85,1.54,0
4.42,0.42,-2.1,0.89,2.32,1.31,0
5.7,-5.21,-2.45,0.41,3.25,-4.76,0
9.41,-2.64,-3.61,-2.59,5.76,-5.24,0
1.54,0.24,1.45,-2.31,2.98,-2.07,0
8.26,13.97,1.2,-4.51,9.5,9.46,0
9.32,-0.15,-3.66,-3.4,5.65,-3.53,0
8.16,7.26,0.08,-4.91,8.23,2.36,0
14.16,-1.01,-2.36,-1.05,11.8,-2.07,0
9.43,3.94,-1.76,-4.67,7.65,-0.72,0
1.39,2.54,0.96,-3.53,2.37,-0.98,0
12.38,6.44,-0.84,-4.92,11.52,1.52,0
11.44,-3.63,-2.47,-1.48,8.99,-5.1,0
15.39,4.72,-4.94,-3.41,10.46,1.27,0
3.87,-8.71,-1.33,-0.98,2.54,-9.71,0
4.32,0.74,-2.05,0.78,2.27,1.52,0
6.83,-2.89,-3.31,-3.46,3.49,-6.33,0
10.11,-10.25,-3.8,0.47,6.32,-9.78,0
11.55,10.95,-3.47,-5.31,8.12,5.61,0
12.83,9.08,-4.44,-4.7,8.41,4.35,0
6.05,-1.36,-1.73,-1.11,4.33,-2.46,0
8.5,4.74,-0.96,-5.01,7.54,-0.3,0
0.21,-1.49,2.63,-1.94,2.84,-3.42,0
0.21,-1.49,-1.67,-0.78,-1.47,-2.27,0
14.49,1.56,-1.99,-1.77,12.5,-0.2,0
13.4,1.21,-2.75,-4.18,10.64,-2.95,0
8.63,4.08,-0.97,-4.94,7.67,-0.9,0
0.64,-0.59,-3.96,3.97,-3.33,3.38,0
7.77,0.09,-3.2,-3.7,4.55,-3.59,0
7.57,1.12,-2.71,-4.05,4.84,-2.92,0
13.14,-1.79,-2.84,-3.9,10.28,-5.7,0
10.62,-7.17,-4.16,-2.27,6.44,-9.42,0
9.01,-5.31,-1.38,0.32,7.62,-5.01,0
3.95,2.35,-0.33,-5.26,3.58,-2.9,0
10.53,2.03,-1.59,-4.72,8.92,-2.68,0
3.52,0.49,0.21,-3.91,3.77,-3.4,0
5.06,1.2,-2.4,-0.76,2.65,0.47,0
11.12,2.86,-2.57,-2.66,8.57,0.19,0
11.44,0.65,-4.42,-0.78,7.01,-0.17,0
12.56,-2.35,-3.5,-1.33,9.07,-3.7,0
13.39,1.24,-4.32,-4.0,9.06,-2.76,0
5.51,6.69,2.43,-6.31,7.96,0.38,0
2.28,2.59,0.64,-3.51,2.93,-0.9,0
12.48,2.93,-2.64,-2.65,9.85,0.26,0
-2.94,-3.74,-1.39,1.91,-4.34,-1.83,0
1.73,0.44,1.1,-4.39,2.82,-3.95,0
18.71,-5.04,-4.66,-0.74,14.05,-5.79,0
6.11,2.85,-1.72,-3.92,4.4,-1.07,0
12.48,-6.77,-3.69,-0.69,8.8,-7.45,0
7.37,-8.5,-0.13,5.36,7.24,-3.16,0
10.95,1.51,-2.33,-2.19,8.63,-0.69,0
12.5,-2.35,-3.5,-1.33,9.01,-3.7,0
10.99,1.51,-2.28,-2.19,8.72,-0.69,0
0.64,-0.59,-2.65,-0.01,-2.01,-0.6,0
7.7,1.12,-2.66,-4.1,5.02,-2.98,0
15.48,1.55,-2.45,-1.81,13.04,-0.25,0
6.02,2.58,-1.79,-3.84,4.24,-1.26,0
5.31,8.49,2.27,-4.01,7.56,4.46,0
8.87,4.4,-1.68,-4.97,7.2,-0.6,0
10.53,-2.46,-3.37,-3.67,7.16,-6.12,0
10.6,-1.91,-1.79,-1.87,8.83,-3.77,0
7.09,5.26,0.56,-5.28,7.67,0.01,0
11.61,-0.92,-1.97,-1.98,9.65,-2.9,0
10.85,11.75,-2.91,-5.56,7.96,6.17,0
4.05,0.18,-0.9,-1.7,3.15,-1.53,0
8.15,9.69,-0.35,-4.68,7.83,5.0,0
1.74,1.94,-0.1,-3.67,1.66,-1.72,0
11.13,-0.5,-4.47,2.53,6.66,2.0,0
8.81,1.02,-1.93,-6.64,6.88,-5.64,0
7.07,-8.38,-4.9,0.34,2.15,-8.02,0
18.28,4.12,-3.16,-3.56,15.12,0.55,0
18.28,4.12,-3.16,-3.56,15.12,0.55,0
5.86,4.71,-0.94,-4.35,4.92,0.38,0
2.16,5.43,2.35,-4.01,4.49,1.4,0
4.73,6.79,-8.88,-1.03,-4.16,5.75,0
9.65,0.44,-0.85,-0.42,8.79,0.01,0
3.36,0.91,-0.28,-1.69,3.08,-0.79,0
5.86,5.78,-1.81,-4.57,4.02,1.24,0
8.89,1.49,0.58,-1.14,9.48,0.34,0
9.66,6.74,0.96,-4.48,10.6,2.25,0
9.8,1.86,0.62,-1.16,10.43,0.69,0
6.72,5.06,-8.88,1.68,-2.17,6.72,0
1.86,-1.61,1.78,-1.14,3.64,-2.75,0
8.24,1.84,-0.85,0.57,7.4,2.37,0
10.76,8.09,-0.54,-3.01,10.25,5.06,0
10.11,-10.25,-3.8,0.47,6.32,-9.78,0
3.37,14.05,1.24,-4.38,4.64,9.65,0
3.52,7.21,-0.84,-4.99,2.65,2.23,0
3.01,4.58,1.17,-4.52,4.15,0.04,0
9.87,-10.33,-3.77,0.41,6.1,-9.92,0
8.85,4.23,-1.57,-4.98,7.29,-0.78,0
16.89,1.09,-3.44,-3.02,13.47,-1.94,0
15.01,7.95,-1.94,-4.16,13.09,3.79,0
10.64,-3.66,-3.4,3.71,7.23,0.03,0
11.53,10.94,-3.55,-5.27,8.01,5.64,0
13.17,-2.08,-2.91,-1.89,10.27,-3.96,0
6.48,6.06,-8.98,0.42,-2.49,6.46,0
4.25,-1.02,-2.34,0.56,1.9,-0.47,0
7.44,-4.72,-3.64,-1.73,3.77,-6.45,0
1.2,-1.83,0.35,-2.18,1.55,-4.01,0
6.04,2.85,-1.69,-3.92,4.37,-1.07,0
5.24,-5.64,-3.73,0.43,1.51,-5.2,0
5.24,-5.64,-3.73,0.43,1.51,-5.2,0
-2.05,-23.71,-1.26,2.67,-3.3,-21.02,0
0.21,-1.49,-1.66,-0.79,-1.46,-2.28,0
10.69,-10.83,-2.85,0.62,7.86,-10.21,0
5.33,-4.46,-1.94,1.01,3.4,-3.43,0
15.76,-2.2,-5.43,-1.0,10.32,-3.25,0
7.44,-4.01,-4.69,-1.55,2.74,-5.53,0
