conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_ortho,"subducting_abs_paral
",Label
6.88,5.5,-9.04,1.14,-2.15,6.63,1
7.21,-1.8,-2.27,1.32,4.94,-0.47,1
6.18,5.52,-1.86,-4.49,4.29,1.05,1
5.08,8.48,2.21,-4.01,7.26,4.44,1
13.05,-1.74,-4.19,0.53,8.86,-1.21,1
9.2,-2.93,-1.47,0.15,7.73,-2.79,1
13.03,3.39,-2.78,-2.51,10.25,0.88,1
12.02,2.36,-4.02,-1.27,7.99,1.09,1
11.18,4.27,-2.03,-1.99,9.12,2.29,1
11.54,4.55,-2.03,-1.97,9.49,2.6,1
11.74,4.02,-1.39,-2.65,10.36,1.35,1
15.86,-4.67,-0.43,-3.86,15.39,-8.57,1
12.52,2.32,-2.35,-0.77,10.18,1.55,1
9.6,4.73,-2.01,-1.39,7.58,3.35,1
9.75,-7.67,-3.32,2.29,6.43,-5.38,1
6.72,-6.84,-0.76,0.53,5.95,-6.32,1
15.02,-19.45,-2.12,1.18,12.89,-18.26,1
7.11,-1.8,-2.25,1.32,4.87,-0.47,1
5.16,8.48,2.23,-4.01,7.37,4.45,1
7.33,9.42,2.12,-4,9.44,5.39,1
9.09,7.31,-1.27,-3.13,7.83,4.16,1
8.73,4.03,-0.04,-0.25,8.7,3.77,1
2.4,-9.35,-0.34,0.34,2.05,-9.01,1
-4.84,-24.13,-0.7,2.36,-5.54,-21.75,1
6.6,6.87,-0.09,-0.26,6.52,6.6,1
23.45,2.26,-1.87,-1.33,21.56,0.92,1
6.57,6.87,-0.06,-0.26,6.52,6.6,1
23.2,2.26,-1.85,-1.33,21.33,0.92,1
6.56,6.87,-0.05,-0.26,6.52,6.6,1
23.03,2.26,-1.83,-1.33,21.18,0.92,1
6.54,6.87,-0.03,-0.26,6.52,6.6,1
22.86,2.26,-1.82,-1.33,21.02,0.92,1
6.56,6.87,-0.04,-0.26,6.52,6.6,1
22.95,2.26,-1.83,-1.33,21.1,0.92,1
8.35,4.42,-0.06,-0.25,8.29,4.16,1
22.35,2.26,-1.77,-1.33,20.56,0.92,1
15.31,5.21,-2.95,0.37,12.36,5.56,1
10.19,-3.09,-2.65,1.7,7.54,-1.39,1
13.1,4.06,-2.79,-2.49,10.31,1.57,1
12.03,2.38,-4.03,-1.26,8,1.12,1
9.34,0.91,-4.05,-1.2,5.29,-0.29,1
7.52,3.87,-2.32,-4.01,5.18,-0.11,1
3.17,0.48,-3.05,-4.83,0.1,-4.32,1
3.15,0.48,-3.13,-4.78,-0.01,-4.28,1
1.42,0.14,0.46,-4.53,1.87,-4.39,1
6.83,-3.82,-3.63,-0.75,3.21,-4.55,1
13.94,-4.91,-3.35,-0.45,10.6,-5.34,1
0.84,1.01,3.44,-3.02,4.27,-2.01,1
5.35,-5.67,-3.76,0.39,1.6,-5.27,1
11.98,-8.88,-3.45,0.61,8.54,-8.26,1
5.28,-9.95,-3.38,1.2,1.88,-8.79,1
2.6,-15.12,-3.32,1.27,-0.73,-13.85,1
1.03,-18.73,-4.62,0.52,-3.62,-18.2,1
7.49,-8.44,-3.56,0.38,3.92,-8.1,1
6.06,-14.09,-3.52,0.46,2.53,-13.64,1
5.36,-17.97,-4.6,-0.57,0.71,-18.54,1
7.49,-8.44,-3.56,0.38,3.92,-8.1,1
6.06,-14.09,-3.52,0.46,2.53,-13.64,1
5.36,-17.97,-4.6,-0.57,0.71,-18.54,1
5.14,-9.95,-3.39,1.2,1.73,-8.79,1
2.58,-15.12,-3.34,1.27,-0.77,-13.85,1
1.09,-18.73,-4.66,0.52,-3.6,-18.2,1
7.52,3.87,-2.34,-4.01,5.16,-0.11,1
3.15,0.48,-3.07,-4.82,0.05,-4.32,1
3.15,0.48,-3.14,-4.78,-0.02,-4.27,1
13.61,-1.64,-4.47,-2.61,9.14,-4.26,1
13.07,-2.38,-4.19,0.5,8.88,-1.88,1
8.9,-2.96,-1.47,0.15,7.42,-2.83,1
5.74,1.25,-2.27,-3.4,3.48,-2.14,1
5.71,1.25,-2.27,-3.39,3.46,-2.14,1
7.47,3.87,-2.48,-4.01,4.98,-0.11,1
6.02,2.58,-1.8,-3.84,4.24,-1.25,1
6.18,5.52,-1.87,-4.49,4.29,1.05,1
6.19,5.52,-1.87,-4.49,4.29,1.06,1
1.96,1.13,-2.27,-5.44,-0.35,-4.29,1
16.54,3.74,-2.62,-3.11,13.93,0.64,1
13.98,9.53,-2.82,-5.25,11.18,4.26,1
13.67,8.47,-4.02,-4.6,9.67,3.84,1
13.7,8.46,-3.99,-4.52,9.73,3.9,1
16.52,3.74,-2.62,-3.11,13.92,0.64,1
13.98,9.53,-2.82,-5.25,11.18,4.26,1
13.67,8.47,-4.02,-4.6,9.67,3.84,1
13.7,8.46,-3.99,-4.52,9.73,3.9,1
17.03,-0.59,-3.34,-2.34,13.7,-2.92,1
16,5.66,-4.05,-4.37,11.96,1.28,1
15.38,4.73,-5.01,-3.44,10.38,1.25,1
15.4,4.7,-4.96,-3.36,10.45,1.3,1
5.76,6.57,-9.12,-0.51,-3.36,6.05,1
10.33,-0.43,-1.26,-1.47,9.07,-1.9,1
10.33,-0.45,-1.26,-1.47,9.06,-1.92,1
9.16,-6.97,-1.42,5.22,7.74,-1.77,1
9.1,-3.69,-1.59,1.1,7.5,-2.62,1
13.13,-0.36,-4.21,0.09,8.91,-0.28,1
9.37,-1.95,-1.53,-0.01,7.84,-1.97,1
12.66,-1.14,-2.85,1.41,9.81,0.26,1
9.43,-2.81,-2.36,-0.68,7.06,-3.47,1
9.07,-2.6,-2.24,-0.94,6.82,-3.52,1
