conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_ortho,"subducting_abs_paral
",label
3.71,-1.21,-3.87,1.07,-0.16,-0.13,True
8.75,0.7,-7.69,0.19,1.06,0.88,True
-3.09,4.78,0.0,0.0,-3.09,4.78,True
0.0,0.0,-1.75,-12.97,-1.75,-12.97,True
0.0,0.0,-0.74,-13.2,-0.74,-13.2,True
0.0,0.0,-0.74,-13.2,-0.74,-13.2,True
1.69,4.14,-0.13,0.15,1.56,4.28,True
6.23,5.52,-0.88,-2.75,5.35,2.77,True
-0.07,4.9,0.29,0.34,0.22,5.23,True
1.63,4.18,0.06,-0.2,1.69,3.98,True
-0.06,4.9,0.21,0.5,0.15,5.39,True
1.95,0.24,0.28,-0.85,2.23,-0.6,True
8.43,-1.42,-7.15,2.1,1.28,0.68,True
9.87,3.02,-0.74,-2.68,9.14,0.33,True
1.98,1.13,-1.31,-1.95,0.66,-0.81,True
1.98,1.13,-1.31,-1.95,0.66,-0.81,True
9.64,6.32,-1.07,-3.18,8.58,3.14,True
2.66,3.46,-0.05,0.15,2.6,3.61,True
2.65,3.46,-0.05,0.15,2.59,3.61,True
2.64,3.46,-0.05,0.15,2.58,3.61,True
2.62,3.46,-0.05,0.15,2.57,3.61,True
6.7,-1.58,-1.31,-1.2,5.38,-2.78,True
0.0,0.0,-3.15,-4.79,-3.15,-4.79,True
0.75,4.84,-0.23,-0.4,0.53,4.44,True
2.55,2.71,-0.46,-0.14,2.1,2.57,True
9.55,2.57,-1.93,-3.42,7.63,-0.88,True
1.46,2.73,-3.28,-2.36,-1.81,0.37,True
5.56,0.2,-1.05,-1.85,4.51,-1.65,True
5.66,-0.43,-1.28,-1.75,4.39,-2.18,True
9.52,2.68,-2.02,-3.5,7.52,-0.85,True
9.52,2.68,-2.02,-3.5,7.52,-0.85,True
1.98,1.13,-1.31,-1.95,0.66,-0.81,True
2.55,2.71,-3.0,1.91,-0.43,4.62,True
5.14,0.47,-2.5,-0.48,2.63,-0.02,True
3.98,-1.6,-1.82,0.1,2.16,-1.5,True
1.13,4.7,0.16,-0.06,1.29,4.65,True
10.02,-2.43,-3.06,-0.67,6.96,-3.11,True
10.02,-2.43,-3.06,-0.67,6.96,-3.11,True
13.12,2.11,-3.64,-1.98,9.49,0.13,True
11.9,1.2,-3.82,-1.58,8.08,-0.39,True
9.55,2.03,-1.85,-0.68,7.7,1.37,True
10.15,0.21,-2.87,-0.24,7.27,0.01,True
4.89,-1.51,-2.72,0.09,2.17,-1.42,True
4.8,-0.53,-2.65,-0.89,2.15,-1.43,True
9.68,3.67,-1.82,-2.44,7.87,1.22,True
9.7,3.67,-1.82,-2.44,7.89,1.22,True
3.87,-2.22,-1.79,0.39,2.08,-1.84,True
0.0,0.0,-7.49,-11.54,-7.49,-11.54,True
2.54,2.71,-2.98,1.91,-0.42,4.62,True
0.28,3.08,0.98,-4.6,1.27,-1.52,True
5.02,0.23,-2.42,-0.27,2.6,-0.06,True
12.33,5.97,-2.11,-1.72,10.21,4.27,True
11.68,5.85,-2.17,-1.71,9.5,4.15,True
9.37,-0.77,-2.8,-1.41,6.57,-2.18,True
13.37,2.95,-2.89,-5.0,10.49,-2.07,True
4.89,-0.97,-2.67,-0.2,2.23,-1.16,True
7.58,-2.31,-5.79,2.7,1.79,0.38,True
3.98,-1.58,-1.82,0.1,2.16,-1.48,True
7.5,-2.57,-1.7,-0.97,5.8,-3.53,True
6.23,5.52,-0.88,-2.75,5.35,2.77,True
5.88,-4.16,-1.51,-0.6,4.37,-4.76,True
2.57,3.46,-0.04,-0.09,2.54,3.37,True
14.06,2.2,-2.76,-0.7,11.29,1.54,True
9.47,0.16,-2.69,-1.63,6.79,-1.48,True
13.38,2.95,-2.88,-5.0,10.5,-2.07,True
11.51,0.0,-2.93,-1.38,8.57,-1.34,True
6.12,2.39,-4.95,-1.88,1.18,0.5,True
10.95,-1.85,-2.14,-0.95,8.81,-2.81,True
1.37,2.33,-0.5,-0.12,0.87,2.21,True
1.58,2.2,-0.52,-0.08,1.05,2.13,True
1.37,2.33,-0.5,-0.12,0.87,2.21,True
2.24,2.77,-0.61,-0.8,1.64,1.96,True
6.12,-1.24,-1.52,2.33,4.59,1.08,True
1.64,4.14,-0.02,-0.07,1.62,4.06,True
-0.08,4.9,0.31,0.33,0.23,5.22,True
2.03,1.13,-1.35,-2.0,0.67,-0.86,True
2.06,1.13,-1.35,-2.0,0.69,-0.86,True
5.08,0.3,-2.47,-0.32,2.61,-0.03,True
4.11,-0.86,-1.81,-0.22,2.31,-1.09,True
12.13,5.99,-1.49,-1.14,10.63,4.88,True
16.91,1.44,-2.42,1.72,14.42,3.39,True
16.94,7.18,-2.66,-2.02,14.28,5.15,True
10.59,-2.07,-4.3,0.46,6.3,-1.58,True
9.3,-0.93,-3.86,-1.5,5.45,-2.44,True
9.38,-0.76,-3.83,-1.57,5.55,-2.34,True
16.05,1.82,-4.21,-0.12,11.84,1.7,True
11.83,0.31,-2.9,-1.3,8.92,-0.95,True
13.11,2.16,-3.63,-1.98,9.48,0.18,True
2.01,-5.84,0.19,2.73,2.19,-3.12,True
8.23,0.64,-1.0,-1.45,7.22,-0.81,True
0.0,0.0,-9.51,-10.9,-9.51,-10.9,True
0.0,0.0,-9.51,-10.9,-9.51,-10.9,True
0.0,0.0,-9.51,-10.9,-9.51,-10.9,True
0.0,0.0,-9.51,-10.9,-9.51,-10.9,True
13.39,3.0,-2.8,-5.01,10.59,-2.03,True
11.65,-4.74,-2.72,0.96,8.94,-3.73,True
10.0,-2.43,-3.06,-0.67,6.93,-3.11,True
13.39,1.09,-4.31,-1.95,9.09,-0.86,True
6.12,2.39,-4.95,-1.88,1.18,0.5,True
8.87,1.29,-7.71,-0.23,1.16,1.05,True
0.0,0.0,-0.24,-13.2,-0.24,-13.2,True
9.06,5.81,-1.14,-2.8,7.92,3.01,True
1.21,4.7,0.15,-0.06,1.36,4.65,True
12.88,2.7,-3.65,-1.96,9.23,0.74,True
9.6,-0.83,-2.83,-1.35,6.77,-2.18,True
13.42,1.13,-4.33,-1.91,9.09,-0.77,True
12.16,1.44,-3.63,-2.02,8.53,-0.58,True
11.11,-0.53,-2.97,-1.29,8.13,-1.79,True
11.45,0.08,-2.91,-1.37,8.52,-1.26,True
1.46,2.73,-3.21,-2.22,-1.75,0.51,True
0.28,3.08,0.98,-4.6,1.27,-1.52,True
12.64,1.37,-2.71,-0.79,9.92,0.59,True
11.35,0.6,-2.17,-0.42,9.17,0.21,True
12.43,4.35,-3.21,-2.57,9.21,1.78,True
8.52,-4.44,-3.06,-0.22,5.45,-4.66,True
0.0,0.0,-3.86,-13.33,-3.86,-13.33,True
0.0,0.0,-0.54,-13.2,-0.54,-13.2,True
1.16,4.7,0.15,-0.03,1.31,4.67,True
2.37,4.14,0.73,0.17,3.09,4.31,True
-0.29,2.01,-1.06,-2.01,-1.35,-0.01,True
1.53,3.72,0.2,-2.44,1.74,1.28,True
3.11,1.88,-1.0,-0.54,2.12,1.33,True
0.0,0.0,-3.77,-13.9,-3.77,-13.9,True
1.53,3.72,0.18,-2.43,1.72,1.28,True
0.0,0.0,-9.86,-11.38,-9.86,-11.38,True
1.53,3.72,0.18,-2.43,1.72,1.28,True
0.0,0.0,-9.86,-11.38,-9.86,-11.38,True
1.53,3.72,0.18,-2.43,1.72,1.28,True
1.53,3.72,-1.68,-3.25,-0.15,0.46,True
1.53,3.72,0.18,-2.43,1.72,1.28,True
1.53,3.72,-1.68,-3.25,-0.15,0.46,True
1.53,3.72,0.18,-2.43,1.72,1.28,True
1.53,3.72,-1.68,-3.25,-0.15,0.46,True
1.53,3.72,0.18,-2.43,1.72,1.28,True
1.53,3.72,-1.68,-3.25,-0.15,0.46,True
16.06,1.82,-4.21,-0.12,11.85,1.7,True
10.48,-1.64,-4.33,0.32,6.15,-1.29,True
13.37,3.04,-4.15,-2.27,9.22,0.77,True
12.17,1.46,-3.64,-2.01,8.54,-0.55,True
9.37,-0.76,-3.83,-1.57,5.55,-2.34,True
9.57,3.84,-1.54,-2.46,8.04,1.37,True
11.0,1.85,-1.72,-1.59,9.29,0.26,True
11.13,1.98,-1.79,-1.62,9.34,0.36,True
-2.34,0.37,0.0,0.0,-2.34,0.37,True
-0.42,2.48,0.0,0.0,-0.42,2.48,True
1.75,-2.12,-1.75,2.12,0.0,0.0,True
3.72,0.78,-1.64,-1.87,2.14,-0.96,True
1.07,1.09,-1.11,-3.26,-0.03,-2.17,True
0.68,0.7,-0.6,-2.56,0.09,-1.86,True
4.16,-0.06,-4.27,-0.08,-0.12,-0.14,True
4.18,0.45,-4.1,-0.45,0.08,0.01,True
12.66,5.23,-1.76,-5.39,10.91,-0.18,True
4.13,-0.06,-4.24,-0.08,-0.12,-0.14,True
4.2,0.45,-4.12,-0.45,0.08,0.01,True
12.66,5.23,-1.76,-5.39,10.91,-0.18,True
4.13,-0.06,-4.24,-0.08,-0.12,-0.14,True
4.2,0.45,-4.12,-0.45,0.08,0.01,True
12.66,5.23,-1.76,-5.39,10.91,-0.18,True
4.21,-0.06,-4.32,-0.08,-0.11,-0.14,True
4.17,-0.55,-4.09,0.54,0.08,-0.01,True
12.66,5.23,-1.76,-5.39,10.91,-0.18,True
9.6,3.88,-1.54,-2.46,8.06,1.41,True
11.01,1.87,-1.72,-1.59,9.29,0.28,True
11.15,2.0,-1.79,-1.62,9.36,0.38,True
13.35,2.97,-2.91,-5.01,10.45,-2.06,True
13.13,2.11,-3.64,-1.98,9.5,0.13,True
9.31,-0.93,-2.83,-1.36,6.48,-2.3,True
10.47,3.8,-2.18,-2.77,8.31,1.01,True
10.37,4.11,-1.79,-2.83,8.59,1.27,True
9.89,3.7,-1.81,-2.44,8.09,1.26,True
9.71,6.45,-1.07,-3.18,8.65,3.27,True
6.18,5.52,-1.14,-2.79,5.04,2.73,True
6.18,5.52,-0.87,-2.75,5.3,2.77,True
1.93,1.13,-1.31,-1.95,0.61,-0.81,True
2.29,-3.43,-1.59,3.09,0.71,-0.33,True
5.51,-2.26,-3.85,1.9,1.66,-0.35,True
7.6,-2.18,-5.95,2.5,1.65,0.31,True
7.58,-2.31,-5.79,2.7,1.79,0.38,True
2.29,-3.43,-1.59,3.09,0.71,-0.33,True
5.46,-2.26,-3.8,1.9,1.66,-0.35,True
7.61,-2.18,-5.96,2.5,1.65,0.31,True
7.58,-2.31,-5.79,2.7,1.79,0.38,True
2.29,-3.43,-1.59,3.09,0.71,-0.33,True
5.46,-2.26,-3.8,1.9,1.66,-0.35,True
7.61,-2.18,-5.96,2.5,1.65,0.31,True
7.58,-2.31,-5.79,2.7,1.79,0.38,True
8.71,0.73,-7.66,0.17,1.05,0.89,True
7.52,-2.5,-1.7,-0.97,5.81,-3.47,True
7.21,-2.93,-1.48,-0.86,5.73,-3.79,True
5.41,-3.48,-1.83,2.15,3.59,-1.34,True
6.02,0.62,-1.58,2.33,4.44,2.94,True
12.86,2.55,-3.67,-1.92,9.19,0.63,True
9.54,0.16,-2.69,-1.63,6.86,-1.48,True
12.66,-1.14,-4.3,0.45,8.36,-0.68,True
9.73,-1.83,-2.65,-0.42,7.08,-2.22,True
13.94,2.1,-2.34,-1.11,11.59,1.0,True
