conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_ortho,"subducting_abs_paral
",Label
5.51,6.46,0.24,-4.13,5.73,2.34,0
13.46,1.13,-2.72,-4.19,10.73,-3.05,0
0.21,-1.49,0.72,-2.9,0.92,-4.39,0
10.24,0.53,-2.36,-4.4,7.87,-3.87,0
4.03,2.35,-0.28,-5.26,3.72,-2.9,0
0.21,-1.49,1.68,-0.99,1.88,-2.48,0
17.32,4.6,-2.87,-3.67,14.47,0.93,0
9.3,2.19,-2.58,-4.28,6.7,-2.07,0
9.84,-9.49,-4.67,-1.35,5.15,-10.83,0
10.85,1.83,-2.35,-1.48,8.48,0.37,0
4.98,6.87,0.62,-4.1,5.58,2.78,0
2.73,-0.17,1.08,-2.98,3.8,-3.15,0
5.42,-0.59,-3.04,-2.53,2.39,-3.11,0
6.81,-1.77,-2.92,-1.23,3.9,-2.99,0
3.52,-2.56,-1.98,1.41,1.54,-1.16,0
0.64,-0.59,-3.99,3.97,-3.35,3.38,0
0.21,-1.49,0.74,-2.9,0.94,-4.39,0
6.94,5.48,-9,1.14,-2.06,6.61,0
0.64,-0.59,-2.72,-0.01,-2.09,-0.6,0
5.56,-3.99,-2.72,-0.04,2.85,-4.02,0
3.87,-2.01,-1.37,1.91,2.5,-0.11,0
4.2,-1.36,-2.27,0.73,1.92,-0.63,0
6.47,6.06,-9.02,0.42,-2.55,6.46,0
4.24,-2.4,-1.33,-1.14,2.9,-3.54,0
4.52,-2.31,-1.35,-1.14,3.15,-3.45,0
3.69,-8.75,-1.37,-0.97,2.31,-9.73,0
6.28,5.52,-1.64,-4.49,4.62,1.05,0
8.29,-1,-2.61,-4.14,5.65,-5.13,0
9.9,-3.75,-1.51,0.07,8.38,-3.69,0
5.77,6.63,-9.1,-0.51,-3.33,6.11,0
3.22,-3.09,-1.36,-0.97,1.85,-4.05,0
8.26,0.82,-0.83,-3.63,7.41,-2.84,0
9.83,3.23,-0.67,-1.83,9.16,1.4,0
11.86,-0.05,-2.78,-3.98,9.06,-4.03,0
8.36,-1,-2.62,-4.14,5.72,-5.13,0
7.16,3.27,0.77,-2.99,7.94,0.25,0
4.95,-5.69,-4.53,-1.63,0.4,-7.3,0
15.18,2.08,-4.29,-2.63,10.89,-0.58,0
7.11,-1.11,-0.39,-3.07,6.7,-4.21,0
7.56,-16.99,-3.25,-0.27,4.28,-17.26,0
6.02,2.58,-1.78,-3.85,4.25,-1.26,0
6.65,2.85,-2.02,-3.92,4.64,-1.07,0
6.63,2.85,-2,-3.92,4.64,-1.07,0
11.02,-7.39,-3.05,-0.32,7.96,-7.75,0
9.55,-5.49,-1.75,5.02,7.81,-0.49,0
10.88,-5.44,-1.79,5.03,9.09,-0.43,0
9.74,2.6,-0.97,-0.62,8.77,1.96,0
3.71,0.03,-1.08,-1.66,2.63,-1.64,0
5.39,5.08,2.14,-2.98,7.53,2.06,0
5.86,4.71,-0.95,-4.35,4.92,0.38,0
3.91,0.01,-1.02,-1.66,2.9,-1.65,0
1,-2.21,1.17,-1.77,2.17,-3.98,0
7.44,12.28,0.07,-4.74,7.53,7.51,0
23.14,3.42,-1.8,-2.42,21.36,0.96,0
11.21,-1.52,-7.17,-1.71,4.07,-3.17,0
1.51,0.06,0.14,-4.55,1.65,-4.49,0
7.18,6.63,1.11,-4.52,8.27,2.09,0
7.19,-8.6,-0.48,4.66,6.69,-3.97,0
9.96,-2.52,-2.82,2.05,7.16,-0.45,0
4.39,5.13,2.51,-3.99,6.88,1.12,0
10.48,-2.48,-3.32,-3.71,7.16,-6.18,0
4.94,-3.69,-2,-0.32,2.95,-4.01,0
9.24,2,-0.84,-1.74,8.41,0.26,0
12.62,4.41,-1.28,-2.12,11.36,2.3,0
8.44,4.62,-0.84,-5.01,7.61,-0.42,0
10.88,0.73,-3.32,-0.87,7.56,-0.18,0
8.38,4.56,-0.72,-5.02,7.67,-0.48,0
9.25,2.2,-2.61,-4.26,6.63,-2.05,0
14.95,3.66,-2.1,-2.13,12.85,1.54,0
4.42,0.42,-2.1,0.89,2.32,1.31,0
5.7,-5.21,-2.45,0.41,3.25,-4.76,0
9.41,-2.64,-3.61,-2.59,5.76,-5.24,0
1.54,0.24,1.45,-2.31,2.98,-2.07,0
8.26,13.97,1.2,-4.51,9.5,9.46,0
9.32,-0.15,-3.66,-3.4,5.65,-3.53,0
8.16,7.26,0.08,-4.91,8.23,2.36,0
14.16,-1.01,-2.36,-1.05,11.8,-2.07,0
9.43,3.94,-1.76,-4.67,7.65,-0.72,0
1.39,2.54,0.96,-3.53,2.37,-0.98,0
12.38,6.44,-0.84,-4.92,11.52,1.52,0
11.44,-3.63,-2.47,-1.48,8.99,-5.1,0
15.39,4.72,-4.94,-3.41,10.46,1.27,0
3.87,-8.71,-1.33,-0.98,2.54,-9.71,0
4.32,0.74,-2.05,0.78,2.27,1.52,0
6.83,-2.89,-3.31,-3.46,3.49,-6.33,0
10.11,-10.25,-3.8,0.47,6.32,-9.78,0
11.55,10.95,-3.47,-5.31,8.12,5.61,0
12.83,9.08,-4.44,-4.7,8.41,4.35,0
6.05,-1.36,-1.73,-1.11,4.33,-2.46,0
8.5,4.74,-0.96,-5.01,7.54,-0.3,0
0.21,-1.49,2.63,-1.94,2.84,-3.42,0
0.21,-1.49,-1.67,-0.78,-1.47,-2.27,0
14.49,1.56,-1.99,-1.77,12.5,-0.2,0
13.4,1.21,-2.75,-4.18,10.64,-2.95,0
8.63,4.08,-0.97,-4.94,7.67,-0.9,0
0.64,-0.59,-3.96,3.97,-3.33,3.38,0
7.77,0.09,-3.2,-3.7,4.55,-3.59,0
7.57,1.12,-2.71,-4.05,4.84,-2.92,0
13.14,-1.79,-2.84,-3.9,10.28,-5.7,0
10.62,-7.17,-4.16,-2.27,6.44,-9.42,0
9.01,-5.31,-1.38,0.32,7.62,-5.01,0
3.95,2.35,-0.33,-5.26,3.58,-2.9,0
10.53,2.03,-1.59,-4.72,8.92,-2.68,0
3.52,0.49,0.21,-3.91,3.77,-3.4,0
5.06,1.2,-2.4,-0.76,2.65,0.47,0
11.12,2.86,-2.57,-2.66,8.57,0.19,0
11.44,0.65,-4.42,-0.78,7.01,-0.17,0
12.56,-2.35,-3.5,-1.33,9.07,-3.7,0
13.39,1.24,-4.32,-4,9.06,-2.76,0
5.51,6.69,2.43,-6.31,7.96,0.38,0
2.28,2.59,0.64,-3.51,2.93,-0.9,0
12.48,2.93,-2.64,-2.65,9.85,0.26,0
-2.94,-3.74,-1.39,1.91,-4.34,-1.83,0
1.73,0.44,1.1,-4.39,2.82,-3.95,0
18.71,-5.04,-4.66,-0.74,14.05,-5.79,0
6.11,2.85,-1.72,-3.92,4.4,-1.07,0
12.48,-6.77,-3.69,-0.69,8.8,-7.45,0
7.37,-8.5,-0.13,5.36,7.24,-3.16,0
10.95,1.51,-2.33,-2.19,8.63,-0.69,0
12.5,-2.35,-3.5,-1.33,9.01,-3.7,0
10.99,1.51,-2.28,-2.19,8.72,-0.69,0
0.64,-0.59,-2.65,-0.01,-2.01,-0.6,0
7.7,1.12,-2.66,-4.1,5.02,-2.98,0
15.48,1.55,-2.45,-1.81,13.04,-0.25,0
6.02,2.58,-1.79,-3.84,4.24,-1.26,0
5.31,8.49,2.27,-4.01,7.56,4.46,0
8.87,4.4,-1.68,-4.97,7.2,-0.6,0
10.53,-2.46,-3.37,-3.67,7.16,-6.12,0
10.6,-1.91,-1.79,-1.87,8.83,-3.77,0
7.09,5.26,0.56,-5.28,7.67,0.01,0
11.61,-0.92,-1.97,-1.98,9.65,-2.9,0
10.85,11.75,-2.91,-5.56,7.96,6.17,0
4.05,0.18,-0.9,-1.7,3.15,-1.53,0
8.15,9.69,-0.35,-4.68,7.83,5,0
1.74,1.94,-0.1,-3.67,1.66,-1.72,0
11.13,-0.5,-4.47,2.53,6.66,2,0
8.81,1.02,-1.93,-6.64,6.88,-5.64,0
7.07,-8.38,-4.9,0.34,2.15,-8.02,0
18.28,4.12,-3.16,-3.56,15.12,0.55,0
18.28,4.12,-3.16,-3.56,15.12,0.55,0
5.86,4.71,-0.94,-4.35,4.92,0.38,0
2.16,5.43,2.35,-4.01,4.49,1.4,0
4.73,6.79,-8.88,-1.03,-4.16,5.75,0
9.65,0.44,-0.85,-0.42,8.79,0.01,0
3.36,0.91,-0.28,-1.69,3.08,-0.79,0
5.86,5.78,-1.81,-4.57,4.02,1.24,0
8.89,1.49,0.58,-1.14,9.48,0.34,0
9.66,6.74,0.96,-4.48,10.6,2.25,0
9.8,1.86,0.62,-1.16,10.43,0.69,0
6.72,5.06,-8.88,1.68,-2.17,6.72,0
1.86,-1.61,1.78,-1.14,3.64,-2.75,0
8.24,1.84,-0.85,0.57,7.4,2.37,0
10.76,8.09,-0.54,-3.01,10.25,5.06,0
10.11,-10.25,-3.8,0.47,6.32,-9.78,0
3.37,14.05,1.24,-4.38,4.64,9.65,0
3.52,7.21,-0.84,-4.99,2.65,2.23,0
3.01,4.58,1.17,-4.52,4.15,0.04,0
9.87,-10.33,-3.77,0.41,6.1,-9.92,0
8.85,4.23,-1.57,-4.98,7.29,-0.78,0
16.89,1.09,-3.44,-3.02,13.47,-1.94,0
15.01,7.95,-1.94,-4.16,13.09,3.79,0
10.64,-3.66,-3.4,3.71,7.23,0.03,0
11.53,10.94,-3.55,-5.27,8.01,5.64,0
13.17,-2.08,-2.91,-1.89,10.27,-3.96,0
6.48,6.06,-8.98,0.42,-2.49,6.46,0
4.25,-1.02,-2.34,0.56,1.9,-0.47,0
7.44,-4.72,-3.64,-1.73,3.77,-6.45,0
1.2,-1.83,0.35,-2.18,1.55,-4.01,0
6.04,2.85,-1.69,-3.92,4.37,-1.07,0
5.24,-5.64,-3.73,0.43,1.51,-5.2,0
5.24,-5.64,-3.73,0.43,1.51,-5.2,0
-2.05,-23.71,-1.26,2.67,-3.3,-21.02,0
0.21,-1.49,-1.66,-0.79,-1.46,-2.28,0
10.69,-10.83,-2.85,0.62,7.86,-10.21,0
5.33,-4.46,-1.94,1.01,3.4,-3.43,0
15.76,-2.2,-5.43,-1,10.32,-3.25,0
7.44,-4.01,-4.69,-1.55,2.74,-5.53,0
7.67,-8.34,-3.57,0.34,4.08,-8.03,0
0.21,-1.49,1.44,-1.59,1.65,-3.08,0
8.82,-5.36,-1.84,-0.66,6.98,-6.02,0
15.83,-2.16,-5.57,-1.07,10.25,-3.27,0
0.21,-1.49,1.68,-0.99,1.88,-2.48,0
1.97,-6.7,-2.41,1.79,-0.43,-4.9,0
7.09,-8.63,-0.35,4.65,6.72,-4,0
11.63,-0.16,-2.74,-2.25,8.91,-2.44,0
4.25,-1.02,-2.34,0.56,1.9,-0.47,0
0.64,-0.59,0.24,-3.79,0.88,-4.38,0
10.57,-3.71,-3.46,3.71,7.1,-0.02,0
14.86,5.37,-5.39,-3.47,9.48,1.87,0
1.3,2.54,1.02,-3.53,2.34,-0.98,0
2.3,-0.83,1.31,-1.74,3.61,-2.57,0
11.73,-0.16,-2.73,-2.25,9.02,-2.44,0
8.87,0.15,-2.09,-4.46,6.76,-4.3,0
6.02,2.58,-1.79,-3.84,4.24,-1.26,0
6.64,-3.94,-3.85,-2.94,2.76,-6.87,0
15.04,2.06,-4.16,-2.56,10.88,-0.54,0
3.58,-24.13,-1.86,2.48,1.72,-21.63,0
10.69,-0.11,-3.04,-0.62,7.65,-0.77,0
6.02,6.44,2.58,-6.43,8.61,0,0
13.4,1.21,-2.75,-4.18,10.64,-2.95,0
13.66,8.48,-4.03,-4.62,9.65,3.83,0
6.64,-1.19,-1.79,-1.24,4.84,-2.42,0
9.17,2.21,-2.63,-4.25,6.52,-2.03,0
-0.46,-4.62,-2.28,0.76,-2.75,-3.88,0
3.95,2.35,-0.33,-5.26,3.58,-2.9,0
2.74,-0.17,1.07,-2.98,3.8,-3.15,0
10.05,-1.24,-2.61,-0.75,7.42,-1.96,0
10.05,-1.24,-2.61,-0.75,7.42,-1.96,0
15.35,4.75,-5.05,-3.5,10.31,1.21,0
5.68,2.58,-1.6,-3.85,4.09,-1.26,0
7.21,-1.64,-2.82,1.54,4.4,-0.08,0
7.53,1.19,-2.62,-4.11,4.89,-2.91,0
7.54,1.19,-2.6,-4.13,4.92,-2.93,0
11.37,3.93,-9.14,1.2,2.24,5.15,0
12.21,-1.84,-3.32,1.69,8.89,-0.13,0
12.21,-1.84,-3.32,1.69,8.89,-0.13,0
8.13,2.69,-1.49,-6.56,6.66,-3.88,0
11.44,0.65,-4.44,-0.78,7,-0.17,0
8.69,-3.32,-1.65,-1,7.04,-4.33,0
